"","Selection","Breeding_year","Day","Month","Year","Country","Region","Site_name","Site_Code","Euring","Species","Sample_type","Sample_no","Total_flock","N_Adult","N_Juvenile","N_sampled","Perc-JV","Fam1","Fam2","Fam3","Fam4","Fam5","Fam6","Fam7","Fam8","Fam9","Fam10","Mean_Fam","Food_type","Observer","Remarks","time"
"4348","X",2011,19,10,2011,"NL","LI","De Kis","RG6335",1590,"Kolgans","S",1,130,121,9,130,6.92307692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vreehen, Jo",NA,2011-10-19
"4349","X",2011,19,10,2011,"NL","LI","De Kis","RG6335",1590,"Kolgans","S",1,120,101,19,120,15.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vreehen, Jo",NA,2011-10-19
"4350","X",2011,19,10,2011,"NL","LI","Heijen, Stuwweg",NA,1590,"Kolgans","S",1,250,105,43,148,29.0540540540541,4,4,2,2,NA,NA,NA,NA,NA,NA,2.16666666666667,NA,"Hustings, Fred",NA,2011-10-19
"4351","X",2011,21,10,2011,"NL","LI","Middelaar, terpboerderij",NA,1590,"Kolgans","S",1,400,127,47,174,27.0114942528736,11,6,7,2,1,NA,NA,NA,NA,NA,2.11111111111111,NA,"Hustings, Fred",NA,2011-10-21
"4352","X",2011,21,10,2011,"NL","LI","Milsbeek, Koningsvennen-west",NA,1590,"Kolgans","S",1,700,143,77,220,35,2,9,4,3,1,NA,NA,NA,NA,NA,2.57894736842105,NA,"Hustings, Fred",NA,2011-10-21
"4353","X",2011,21,10,2011,"NL","LI","Milsbeek, Leemput",NA,1590,"Kolgans","S",1,350,179,58,237,24.4725738396625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hustings, Fred",NA,2011-10-21
"4354","X",2011,22,10,2011,"NRW","DU","Duisburg-Walsum, Rheinvorland",NA,1590,"Kolgans","S",1,103,85,18,103,17.4757281553398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees","deels water/poetsende vogels",2011-10-22
"4355","X",2011,22,10,2011,"NRW","DU","Duisburg-Walsum, Rheinvorland",NA,1590,"Kolgans","S",1,304,230,74,304,24.3421052631579,8,8,3,2,1,NA,NA,NA,NA,NA,2.09090909090909,"gras","Koffijberg, Kees",NA,2011-10-22
"4356","X",2011,22,10,2011,"NRW","DU","Duisburg-Walsum, Rheinvorland",NA,1590,"Kolgans","S",1,490,428,162,590,27.4576271186441,19,15,11,2,1,NA,NA,NA,NA,NA,1.97916666666667,"gras","Koffijberg, Kees",NA,2011-10-22
"4357","X",2011,22,10,2011,"NRW","DU","Duisburg-Walsum, Rheinaue",NA,1590,"Kolgans","S",1,360,249,78,327,23.8532110091743,12,13,3,NA,NA,NA,NA,NA,NA,NA,1.67857142857143,"gras","Koffijberg, Kees",NA,2011-10-22
"4358","X",2011,22,10,2011,"NRW","DU","Duisburg-Walsum, Rheinaue",NA,1590,"Kolgans","S",1,330,196,92,288,31.9444444444444,9,15,4,2,1,NA,NA,NA,NA,NA,2.06451612903226,"gras","Koffijberg, Kees",NA,2011-10-22
"4359","X",2011,22,10,2011,"NRW","WES","Voerde-Löhnen, götterswickerstr.",NA,1590,"Kolgans","S",1,272,168,104,272,38.2352941176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wintergraan","Koffijberg, Kees","WT-perceel naast bietenresten",2011-10-22
"4360","X",2011,22,10,2011,"NRW","WES","Voerde-Löhnen, götterswickerstr.",NA,1590,"Kolgans","S",1,675,504,171,675,25.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"akker_bieten","Koffijberg, Kees","bietenperceel naast WT",2011-10-22
"4361","X",2011,22,10,2011,"NRW","WES","Voerde-Löhnen, götterswickerstr.",NA,1590,"Kolgans","S",1,9200,999,194,1193,16.2615255658005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"akker_bieten","Koffijberg, Kees","2e bietenperceel, steekproeven uit ongeveer helft van de groep",2011-10-22
"4362","X",2011,22,10,2011,"NL","FR","Greanterp/De Rijp",NA,1590,"Kolgans","S",1,212,159,53,212,25,1,7,4,3,2,NA,NA,NA,NA,NA,2.88235294117647,"gras","Cottaar, Fred",NA,2011-10-22
"4363","X",2011,22,10,2011,"NL","FR","Ypecolsga",NA,1590,"Kolgans","S",1,340,242,71,313,22.6837060702875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Cottaar, Fred",NA,2011-10-22
"4364","X",2011,22,10,2011,"NL","FR","Elahuizen",NA,1590,"Kolgans","S",1,300,157,114,271,42.0664206642067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Cottaar, Fred",NA,2011-10-22
"4365","X",2011,23,10,2011,"NRW","WES","Voerde-Löhnen, götterswickerstr.",NA,1590,"Kolgans","S",1,9700,1815,339,2154,15.7381615598886,28,21,8,7,NA,NA,NA,NA,NA,NA,1.90625,"akker_bieten","Koffijberg, Kees",NA,2011-10-23
"4366","X",2011,23,10,2011,"NL","RG","Olburgen, Uiterwaarden","RG2100",1590,"Kolgans","S",1,800,490,118,608,19.4078947368421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Coenen, Bob",NA,2011-10-23
"4367","X",2011,23,10,2011,"NL","FR","It Heidenskip",NA,1590,"Kolgans","S",1,400,261,131,392,33.4183673469388,6,16,6,5,2,NA,NA,NA,NA,NA,2.45714285714286,"gras","Cottaar, Fred",NA,2011-10-23
"4368","X",2011,23,10,2011,"NL","FR","It Heidenskip",NA,1590,"Kolgans","S",1,300,222,74,296,25,4,6,3,1,NA,NA,NA,NA,NA,NA,2.07142857142857,"gras","Cottaar, Fred",NA,2011-10-23
"4369","X",2011,23,10,2011,"NL","RG","Ravenswaarden",NA,1590,"Kolgans","S",1,250,114,36,150,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philippona, Jules",NA,2011-10-23
"4370","X",2011,25,10,2011,"NRW","WES","Voerde-Löhnen, götterswickerstr.",NA,1590,"Kolgans","S",1,900,407,134,541,24.7689463955638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2011-10-25
"4371","X",2011,25,10,2011,"NL","GR","Rheiderland","WG4200",1590,"Kolgans","S",1,1220,156,35,191,18.3246073298429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Kruckenberg, Helmut",NA,2011-10-25
"4372","X",2011,25,10,2011,"NL","GR","Rheiderland","WG4200",1590,"Kolgans","S",1,620,198,44,242,18.1818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Kruckenberg, Helmut",NA,2011-10-25
"4373","X",2011,25,10,2011,"NL","GR","Rheiderland","WG4200",1590,"Kolgans","S",1,740,155,28,183,15.3005464480874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Kruckenberg, Helmut",NA,2011-10-25
"4374","X",2011,26,10,2011,"NL","LI","Milsbeek, Panoven",NA,1590,"Kolgans","S",1,250,125,55,180,30.5555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hustings, Fred",NA,2011-10-26
"4375","X",2011,27,10,2011,"NL","RG","Spankeren, Uiterwaarden","RG2100",1590,"Kolgans","S",1,2500,680,104,784,13.265306122449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Coenen, Bob",NA,2011-10-27
"4376","X",2011,29,10,2011,"NRW","KLE","Emmerich-Bienen-Rees",NA,1590,"Kolgans","S",1,76,42,34,76,44.7368421052632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ernst, Harald","komplett",2011-10-29
"4377","X",2011,29,10,2011,"NRW","KLE","Emmerich-Bienen-Rees",NA,1590,"Kolgans","S",1,700,391,127,518,24.5173745173745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ernst, Harald","quer",2011-10-29
"4378","X",2011,29,10,2011,"NRW","KLE","Emmerich-Bienen-Rees",NA,1590,"Kolgans","S",1,400,209,84,293,28.6689419795222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ernst, Harald","quer",2011-10-29
"4379","X",2011,29,10,2011,"NL","FR","Nijhuizum",NA,1590,"Kolgans","S",1,1300,685,255,940,27.1276595744681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Cottaar, Fred",NA,2011-10-29
"4380","X",2011,29,10,2011,"NL","NH","Waterland-oost",NA,1590,"Kolgans","S",1,3160,665,214,879,24.3458475540387,15,10,8,1,NA,NA,NA,NA,NA,NA,1.85294117647059,NA,"Tanger, Dirk",NA,2011-10-29
"4381","X",2011,30,10,2011,"NL","ZH","Strijen, Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,200,91,17,108,15.7407407407407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2011-10-30
"4382","X",2011,30,10,2011,"NL","ZH","Strijen, Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,110,68,13,81,16.0493827160494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2011-10-30
"4383","X",2011,30,10,2011,"NL","ZH","Strijen, Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,320,146,25,171,14.6198830409357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2011-10-30
"4384","X",2011,30,10,2011,"NL","ZH","Strijen, Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,1240,423,87,510,17.0588235294118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2011-10-30
"4385","X",2011,30,10,2011,"NL","ZH","Strijen, Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,580,359,94,453,20.7505518763797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2011-10-30
"4386","X",2011,30,10,2011,"NL","ZH","Strijen, Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,390,235,84,319,26.3322884012539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2011-10-30
"4387","X",2011,31,10,2011,"NL","RG","Wapenveld",NA,1590,"Kolgans","S",1,1750,507,93,600,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philippona, Jules",NA,2011-10-31
"4388","X",2011,1,11,2011,"NRW","KLE","Emmerich-Bienen-Rees",NA,1590,"Kolgans","S",1,1000,590,76,666,11.4114114114114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ernst, Harald","quer",2011-11-01
"4389","X",2011,1,11,2011,"NRW","KLE","Emmerich-Bienen-Rees",NA,1590,"Kolgans","S",1,500,298,34,332,10.2409638554217,2,1,2,1,NA,NA,NA,NA,NA,NA,2.33333333333333,NA,"Ernst, Harald","quer",2011-11-01
"4390","X",2011,1,11,2011,"NRW","KLE","Emmerich-Bienen-Rees",NA,1590,"Kolgans","S",1,3500,629,118,747,15.7965194109772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ernst, Harald","quer",2011-11-01
"4391","D",2011,1,11,2011,"NRW","KLE","Emmerich-Bienen-Rees",NA,1590,"Kolgans","S",1,4000,732,102,834,12.2302158273381,3,2,1,1,NA,NA,NA,NA,NA,NA,2,NA,"Ernst, Harald","Mitte/rechts",2011-11-01
"4392","D",2011,1,11,2011,"NRW","KLE","Emmerich-Bienen-Rees",NA,1590,"Kolgans","S",2,4000,335,67,402,16.6666666666667,7,5,5,2,NA,1,NA,NA,NA,NA,2.3,NA,"Ernst, Harald","linker Bereich",2011-11-01
"4393","X",2011,1,11,2011,"NRW","KLE","Emmerich-Bienen-Rees",NA,1590,"Kolgans","S",99,4000,1067,169,1236,13.6731391585761,10,7,6,3,NA,1,NA,NA,NA,NA,2.22222222222222,NA,"Ernst, Harald",NA,2011-11-01
"4394","X",2011,1,11,2011,"NRW","KLE","Emmerich-Bienen-Rees",NA,1590,"Kolgans","S",1,2500,791,141,932,15.1287553648069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ernst, Harald","quer",2011-11-01
"4395","X",2011,1,11,2011,"NL","RG","Gelderse Poort","RG1100",1590,"Kolgans","S",1,799,654,145,799,18.1476846057572,31,20,13,5,3,NA,NA,NA,NA,NA,2.01388888888889,"water","Voslamber, Berend","W02D0",2011-11-01
"4396","X",2011,2,11,2011,"NRW","WES","Voerde-Löhnen, götterswickerstr.",NA,1590,"Kolgans","S",1,1100,830,170,1000,17,36,16,9,4,NA,NA,NA,NA,NA,NA,1.70769230769231,"akker_zaaibe","Koffijberg, Kees",NA,2011-11-02
"4397","X",2011,2,11,2011,"NRW","WES","Voerde-Löhnen, götterswickerstr.",NA,1590,"Kolgans","S",1,3200,834,99,933,10.6109324758842,26,27,7,1,NA,NA,NA,NA,NA,NA,1.72131147540984,"akker_bieten","Koffijberg, Kees",NA,2011-11-02
"4398","X",2011,2,11,2011,"NL","GR","Rheiderland","WG4200",1590,"Kolgans","S",1,290,169,29,198,14.6464646464647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Kruckenberg, Helmut",NA,2011-11-02
"4399","X",2011,2,11,2011,"NL","GR","Rheiderland","WG4200",1590,"Kolgans","S",1,470,193,19,212,8.9622641509434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Kruckenberg, Helmut",NA,2011-11-02
"4400","X",2011,2,11,2011,"NL","LI","Milsbeek, Violenberg",NA,1590,"Kolgans","S",1,350,240,112,352,31.8181818181818,3,11,5,2,1,NA,NA,NA,NA,NA,2.40909090909091,NA,"Hustings, Fred",NA,2011-11-02
"4401","X",2011,2,11,2011,"NL","RG","Gelderse Poort","RG1100",1590,"Kolgans","S",1,972,850,122,972,12.5514403292181,25,19,10,6,1,NA,NA,NA,NA,NA,2,"gras","Voslamber, Berend","W05A2",2011-11-02
"4402","X",2011,2,11,2011,"NL","FR","Harger- en Pettemerpolder",NA,1590,"Kolgans","S",1,230,157,60,217,27.6497695852535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Cottaar, Fred",NA,2011-11-02
"4403","X",2011,2,11,2011,"NL","FR","Oudemirdum",NA,1590,"Kolgans","S",1,866,651,215,866,24.8267898383372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Cottaar, Fred",NA,2011-11-02
"4404","X",2011,2,11,2011,"NL","FR","Mirns",NA,1590,"Kolgans","S",1,320,261,42,303,13.8613861386139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Cottaar, Fred",NA,2011-11-02
"4405","X",2011,2,11,2011,"NL","FR","Doniaburen",NA,1590,"Kolgans","S",1,300,244,40,284,14.0845070422535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Cottaar, Fred",NA,2011-11-02
"4406","X",2011,3,11,2011,"NL","FR","Nes Wiesterweg","FR2100",1590,"Kolgans","S",1,149,110,39,149,26.1744966442953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"akker_aardap","Boersma, Sieds",NA,2011-11-03
"4407","X",2011,5,11,2011,"NL","RG","Olburgen, Uiterwaarden","RG2100",1590,"Kolgans","S",1,2000,527,136,663,20.5128205128205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Coenen, Bob",NA,2011-11-05
"4408","X",2011,5,11,2011,"NRW","KLE","Emmerich-Bienen-Rees",NA,1590,"Kolgans","S",1,700,251,76,327,23.2415902140673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ernst, Harald","quer",2011-11-05
"4409","X",2011,5,11,2011,"NRW","KLE","Emmerich-Bienen-Rees",NA,1590,"Kolgans","S",1,1000,433,72,505,14.2574257425743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ernst, Harald","quer",2011-11-05
"4410","X",2011,5,11,2011,"NRW","KLE","Emmerich-Bienen-Rees",NA,1590,"Kolgans","S",1,1500,403,95,498,19.0763052208835,4,2,4,2,NA,NA,NA,NA,NA,NA,2.33333333333333,NA,"Ernst, Harald","quer",2011-11-05
"4411","X",2011,5,11,2011,"NRW","KLE","Emmerich-Bienen-Rees",NA,1590,"Kolgans","S",1,2500,630,97,727,13.3425034387896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ernst, Harald","quer",2011-11-05
"4412","X",2011,5,11,2011,"NL","LI","Milsbeek, Koningsvennen-west",NA,1590,"Kolgans","S",1,250,52,34,86,39.5348837209302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hustings, Fred",NA,2011-11-05
"4413","X",2011,5,11,2011,"NL","LI","Milsbeek, Leemput",NA,1590,"Kolgans","S",1,400,158,111,269,41.2639405204461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hustings, Fred",NA,2011-11-05
"4414","X",2011,6,11,2011,"NRW","WES","Voerde-Löhnen, götterswickerstr.",NA,1590,"Kolgans","S",1,890,725,165,890,18.5393258426966,48,21,10,5,NA,NA,NA,NA,NA,NA,1.66666666666667,"akker_bieten","Koffijberg, Kees",NA,2011-11-06
"4415","X",2011,6,11,2011,"NRW","WES","Voerde-Löhnen, götterswickerstr.",NA,1590,"Kolgans","S",1,80,63,6,69,8.69565217391304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"akker_bieten","Koffijberg, Kees",NA,2011-11-06
"4416","X",2011,6,11,2011,"NRW","WES","Voerde-Löhnen, götterswickerstr.",NA,1590,"Kolgans","S",1,2500,731,45,776,5.79896907216495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"akker_bieten","Koffijberg, Kees",NA,2011-11-06
"4417","X",2011,6,11,2011,"NRW","WES","Voerde-Löhnen, götterswickerstr.",NA,1590,"Kolgans","S",1,600,481,104,585,17.7777777777778,22,14,6,2,NA,NA,NA,NA,NA,NA,1.72727272727273,"akker_bieten","Koffijberg, Kees",NA,2011-11-06
"4418","X",2011,6,11,2011,"NRW","DU","Duisburg, Binsheimer Feld",NA,1590,"Kolgans","S",1,512,430,82,512,16.015625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"koolzaadblad","Koffijberg, Kees",NA,2011-11-06
"4419","X",2011,6,11,2011,"NRW","DU","Duisburg, Binsheimer Feld",NA,1590,"Kolgans","S",1,500,356,94,450,20.8888888888889,30,19,6,2,NA,NA,NA,NA,NA,NA,1.64912280701754,"wintergraan","Koffijberg, Kees",NA,2011-11-06
"4420","X",2011,6,11,2011,"NRW","DU","Duisburg, Binsheimer Feld",NA,1590,"Kolgans","S",1,270,217,23,240,9.58333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wintergraan","Koffijberg, Kees",NA,2011-11-06
"4421","X",2011,6,11,2011,"NRW","DU","Duisburg, Binsheimer Feld",NA,1590,"Kolgans","S",1,460,335,61,396,15.4040404040404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wintergraan","Koffijberg, Kees",NA,2011-11-06
"4422","X",2011,6,11,2011,"NRW","DU","Duisburg, Binsheimer Feld",NA,1590,"Kolgans","S",1,530,382,113,495,22.8282828282828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wintergraan","Koffijberg, Kees",NA,2011-11-06
"4423","X",2011,6,11,2011,"NRW","DU","Duisburg, Binsheimer Feld",NA,1590,"Kolgans","S",1,800,427,138,565,24.424778761062,30,23,9,3,NA,NA,NA,NA,NA,NA,1.76923076923077,"koolzaadblad","Koffijberg, Kees","deel op geploegd perceel",2011-11-06
"4424","X",2011,6,11,2011,"NL","RG","Baak - de Weijde Blick",NA,1590,"Kolgans","S",1,400,351,59,410,14.390243902439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philippona, Jules",NA,2011-11-06
"4425","X",2011,8,11,2011,"NL","ZH","Strijen, Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,275,177,32,209,15.311004784689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2011-11-08
"4426","X",2011,8,11,2011,"NL","GR","Westoverledingen / Rheiderland","WG4200",1590,"Kolgans","S",1,1160,139,20,159,12.5786163522013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Kruckenberg, Helmut",NA,2011-11-08
"4427","X",2011,8,11,2011,"NL","GR","Westoverledingen / Rheiderland","WG4200",1590,"Kolgans","S",1,270,243,22,265,8.30188679245283,4,4,2,1,NA,NA,NA,NA,NA,NA,2,"gras","Kruckenberg, Helmut",NA,2011-11-08
"4428","X",2011,8,11,2011,"NL","GR","Rheiderland","WG4200",1590,"Kolgans","S",1,190,141,26,167,15.5688622754491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Kruckenberg, Helmut",NA,2011-11-08
"4429","X",2011,8,11,2011,"NL","RG","Gelderse Poort","RG1100",1590,"Kolgans","S",1,1652,1384,268,1652,16.2227602905569,66,34,27,6,2,2,1,NA,NA,NA,1.94202898550725,"water","Voslamber, Berend","W02D0",2011-11-08
"4430","X",2011,8,11,2011,"NL","RG","Gelderse Poort","RG1100",1590,"Kolgans","S",1,680,384,48,432,11.1111111111111,14,5,1,4,1,NA,NA,NA,NA,NA,1.92,"gras","Voslamber, Berend","O15A2",2011-11-08
"4431","X",2011,9,11,2011,"NRW","WES","Voerde-Löhnen, götterswickerstr.",NA,1590,"Kolgans","S",1,680,524,129,653,19.7549770290965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"akker_bieten","Koffijberg, Kees",NA,2011-11-09
"4432","X",2011,9,11,2011,"NRW","WES","Voerde-Löhnen, götterswickerstr.",NA,1590,"Kolgans","S",1,1700,1268,75,1343,5.58451228592703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"akker_bieten","Koffijberg, Kees",NA,2011-11-09
"4433","X",2011,9,11,2011,"NRW","WES","Voerde-Ork, Rheinvorland",NA,1590,"Kolgans","S",1,870,677,169,846,19.9763593380615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Koffijberg, Kees",NA,2011-11-09
"4434","X",2011,9,11,2011,"NL","ZH","Strijen, Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,880,303,40,343,11.6618075801749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2011-11-09
"4435","X",2011,9,11,2011,"NL","ZH","Strijen, Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,300,135,52,187,27.807486631016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2011-11-09
"4436","X",2011,9,11,2011,"NL","ZH","Strijen, Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,220,55,12,67,17.910447761194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2011-11-09
"4437","X",2011,11,11,2011,"NL","RG","Gelderse Poort","RG1100",1590,"Kolgans","S",1,1127,996,131,1127,11.6237799467613,16,12,7,7,6,2,NA,NA,NA,NA,2.62,"gras","Voslamber, Berend",NA,2011-11-11
"4438","X",2011,12,11,2011,"NL","LI","Bergerveld",NA,1590,"Kolgans","S",1,1350,227,147,374,39.3048128342246,10,12,5,2,2,NA,NA,NA,NA,NA,2.16129032258065,NA,"Hustings, Fred",NA,2011-11-12
"4439","X",2011,12,11,2011,"NL","LI","Milsbeek, Violenberg",NA,1590,"Kolgans","S",1,3900,267,92,359,25.6267409470752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hustings, Fred",NA,2011-11-12
"4440","X",2011,12,11,2011,"NL","LI","Milsbeek, Hondsiepse baan",NA,1590,"Kolgans","S",1,1140,78,19,97,19.5876288659794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hustings, Fred",NA,2011-11-12
"4441","X",2011,13,11,2011,"NRW","DU","Duisburg-Walsum, Rheinvorland",NA,1590,"Kolgans","S",1,210,148,47,195,24.1025641025641,5,1,5,3,NA,1,NA,NA,NA,NA,2.66666666666667,"gras","Koffijberg, Kees",NA,2011-11-13
"4442","X",2011,13,11,2011,"NRW","DU","Duisburg-Walsum, Rheinaue",NA,1590,"Kolgans","S",1,96,60,36,96,37.5,3,5,2,1,1,NA,NA,NA,NA,NA,2.33333333333333,"gras","Koffijberg, Kees",NA,2011-11-13
"4443","X",2011,13,11,2011,"NRW","DU","Duisburg-Walsum, Rheinaue",NA,1590,"Kolgans","S",1,178,124,54,178,30.3370786516854,14,12,3,1,NA,NA,NA,NA,NA,NA,1.7,"gras","Koffijberg, Kees",NA,2011-11-13
"4444","X",2011,13,11,2011,"NL","NH","Waterland-oost",NA,1590,"Kolgans","S",1,1000,502,111,613,18.1076672104405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanger, Dirk",NA,2011-11-13
"4445","X",2011,13,11,2011,"NL","NH","Zeevang",NA,1590,"Kolgans","S",1,1820,534,78,612,12.7450980392157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanger, Dirk",NA,2011-11-13
"4446","X",2011,16,11,2011,"NL","ZH","Strijen, Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,130,78,21,99,21.2121212121212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2011-11-16
"4447","X",2011,16,11,2011,"NL","ZH","Strijen, Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,570,203,34,237,14.3459915611814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2011-11-16
"4448","X",2011,16,11,2011,"NL","ZH","Strijen, Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,840,294,50,344,14.5348837209302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2011-11-16
"4449","X",2011,16,11,2011,"NL","ZH","Strijen, Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,490,192,60,252,23.8095238095238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2011-11-16
"4450","X",2011,16,11,2011,"NL","ZH","Strijen, Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,110,66,21,87,24.1379310344828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2011-11-16
"4451","X",2011,16,11,2011,"NL","ZH","Strijen, Oudeland van Strijen","ZH8400",1590,"Kolgans","S",1,100,71,13,84,15.4761904761905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gras","Strucker, Rob",NA,2011-11-16
"4452","X",2011,16,11,2011,"NL","LI","De Kis","RG6335",1590,"Kolgans","S",1,160,142,18,160,11.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vreehen, Jo",NA,2011-11-16
"4453","X",2011,16,11,2011,"NL","LI","De Kis","RG6335",1590,"Kolgans","S",1,350,308,42,350,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vreehen, Jo",NA,2011-11-16
